Filename,Category,Increase,Decrease,ReasonForVariation,Platform,Source,Date,Variation...m.
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A loss in 2008/2009 due to the fall in the value of £ vs €,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Portable Removable On-Board Inert Gas Generation System fuel tank inerting system,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase based on latest delivery schedule,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An increase in 2008/2009,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Inclusion of additional airworthiness support to cover aircraft release to service.,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Variation in 2008/2009,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase in 2008/2009,A400M,2014,Historic,***
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Budgetary Factors,NA,NA,"Departmental Reviews have identified savings to programme risks (-£20m). Changed delivery profile from that in the Business Case (-£61m). Minor realism adjustments, includes UK share of Organisation Conjointe de Coopération en matière d'ARmement (OCCAR) Programme Division costs (+£5m), QinetiQ Support costs increased (+£1m), unidentified variance (+£1m). Realism re-profile of Development Production Phase contract together with Directed Infra- Red Counter Measures and Cargo Hold Mock-up costs (-£3m)",A400M,2014,Historic,-77
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,"Fuel Tank Inertion System Pipe work (+£6m). Deletion of Centralised Crypto Management Unit requirement (-£12m). Deletion of Civil Pallets Configuration Item (-£5m). Addition of Propeller Brake (+£6m). Programme measure to move deferred configuration Items back into aircraft delivery profile (-£2m). Reduction in number of aircraft to be equipped with Defensive Aids Sub-System from 25 to 9 (-£238m). Programme option to delete and defer Configuration Items and to slip In Service Date by 12 months. (-£81m). Delay of programme by 9 months (-£12m), Option bringing the Defensive Aids Sub-System forward onto aircraft 1-9 (+£9m).",A400M,2014,Historic,-329
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,"Realism to reflect 3 month delay in 2000/01 to contract effectivity (+£52m). Slip of aircraft payments and associated equipment to reflect above contract let decision (+£15m). Improved costing data for Configuration Items available (+£160m). Contract Effectivity Date slipped from November 2001 - October 2002 (+£149m). Contract Effectivity Date slipped from October 2002 - April 2003 (-£59m). Adjustments in line with increased knowledge of Programme (+£58m). Contract Effectivity Date slipped from April 2003 - May 2003, includes redefinition of Asset Deliveries to align with aircraft delivery schedule (-£30m).",A400M,2014,Historic,345
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,"A decrease in 2005/2006 (-£21m). Variation in 2004/2005 (+£35m). Variation in exchange rate assumptions used in the Business Case, 2000/2001, 2001/2002 and 2002/2003 (-£206m). Variation in 2003/04 (+£198m). Exchange rate changes (-£14m)",A400M,2014,Historic,-8
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,"An increase in 2005/2006 (+£12m). An increase in 2004/2005 (+£7m). Changes between inflation rate assumed in the Business Case and yearly inflation indices resulting in a decrease 2000/2001 (-£6m), an increase 2001/2002 (+£6m), a decrease 2002/2003 (-£9m).",A400M,2014,Historic,10
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,"Total number of aircraft ordered by participating nations higher than anticipated, and consequent reduction in Unit Production Cost (- £65m). Subsequent contract renegotiation due to German reduction in off take (+£130m).",A400M,2014,Historic,65
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Programme realism with regard to costing Technical Publications (-£5m); Identification of UK only certification requirements (+£6m).,A400M,2014,Historic,1
A400M_2014_2014_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,"Costing realism in line with better programme understanding including adjustment for actual sunk costs (-£6m). Costing re-adjusted with understanding of future programme – Certification (-£15m), Government Furnished Equipment (+£4m), Mission Planning & Restitution System (-£10m)",A400M,2014,Historic,-27
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An in year gain due to an increase in the value of £ vs € as a result of the difference between the set planning exchange rate and the actual outturn.,A400M,2015,3/1/2015 0:00,-35
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Budgetary Factors,NA,NA,A reduction to in year provision due to a deferral of a decision on requirements linked to future capability milestones. Financial liability for any subsequent requirement is owned by HQ Air.,A400M,2015,3/1/2015 0:00,-3
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,A reduction as a result of the actual contract cost of equipment being less than forecast.,A400M,2015,2/1/2015 0:00,-4
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,A reduction to the future provision for variation of price due to the delivery of two aircraft earlier than previously scheduled.,A400M,2015,Historic,-4
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A reduction due to changes in the MoD central planning assumption on the £ : € exchange rate.,A400M,2015,Historic,-51
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,An increase due to an increased requirement for UK specific trials and evaluation work in support of aircraft entry into service,A400M,2015,Historic,-10
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes,NA,NA,UK contribution to the multinational Export Levy Facility provided to EADS by A400M partner nations. Reduction in umber of aircraft to be equipped with Defenseive Aids Sub-System from 25 to 9. Increased costs due to contract slippage. ,A400M,2015,Historic,575
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,A Planning Round 2011 Option to swap an early delivery aircraft with one due to be delivered later to ensure that the whole fleet has the same specification.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes - International Collaboration,NA,NA,A Planning Round 2011 Option to reprofile payments to align them with the revised delivery schedule agreed in the six nation international collaborative contract (***) and associated risk (***).,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes - International Collaboration,NA,NA,A change due to a realignment of payments with the revised programme schedule agreed in the six nation international collaborative contract.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Foreign Exchange increases due to changes in plannings assumptions,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase due to changes in inflation assumptions in the 22011 Planning Round.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Removal of Indirect RDEL (Foreign Exchagnge) in accordance with a change in Departmental Policy,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Accounting Adjustments and Redefinitions,NA,NA,Removal of Cost of Captial due to Clear line of Sight poicy implemeneted by HM Treasury,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,"An In Year gain due to the increase
in the value of £ vs € due to the difference between the set planning exchange rate and actual outturn.
",A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Processes - International Collaboration,NA,NA,A change due to programme rebalancing as a result of work undertaken in support of concluding an amended contract.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Loss due to the difference between the set planning exchange rate and forecast outturn.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Procurement Process,NA,NA,Revised cost for Mission Planning System due to change from acquisition only to also include support.,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,A loss in 2008/2009 due to the fall in value £ vs €,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,Portable Removable On-Board Inert Gas Generation System fuel tank inerting system,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase based on latest delivery schedule,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,An in crase in 2008/2009,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Technical Factors,NA,NA,Inclusion of additional airworthiness support to cover aircraft release to service,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Exchange Rate,NA,NA,Variation in 2008/2009,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Inflation,NA,NA,An increase in 2008/2009,A400M,2015,Historic,***
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Budgetary Factors,NA,NA,"Departmental Reviews have identified savings to programme risks (-£20m). Changed delivery profile from that in the Business Case (-£61m). Minor realism adjustments, includes UK share of Organisation Conjointe de Coopération en matière d'ARmement (OCCAR) Programme Division costs (+£5m), QinetiQ Support costs increased (+£1m), unidentified variance (+£1m). Realism reprofile of Development Production Phase contract together with Directed Infra-Red Counter Measures and Cargo Hold Mock-up costs (-£3m)",A400M,2015,Historic,-77
A400M_2015_2015_4_CostVariationVsApproveCostForDemonstrationManufacturePhase.csv,Changed Capability Requirements,NA,NA,"Fuel Tank Inertion System Pipe work (+£6m). Deletion of Centralised Crypto Management Unit requirement (-£12m). Deletion of Civil Pallets Configuration Item (-£5m). Addition of Propeller Brake (+£6m). Programme measure to move deferred configuration Items back into aircraft delivery profile (-£2m). Reduction in number of aircraft to be equipped with Defensive Aids Sub- System from 25 to 9 (-£238m). Programme option to delete and defer Configuration Items and to slip In Service Date by 12 months. (-£81m). Delay of programme by 9 months (-£12m), Option bringing the Defensive Aids Sub-System forward onto aircraft 1-9 (+£9m).",A400M,2015,Historic,*329
