systemequipmentcode,Unseperated,systemequipmentcodeText,systemequipmentshorttext,SystemEquipmentIn2000Sample,SystemEquipmentIn2007Sample
2CMI,NULL,AQM-37 TARGET DRONE,AQM-37 TARGET DRONE,FALSE,FALSE
2CMJ,NULL,UUM-44 SUBROC,UUM-44 SUBROC,FALSE,FALSE
2CMK,NULL,AGM-45 SHRIKE,AGM-45 SHRIKE,FALSE,FALSE
2CML,NULL,AIM-54 PHOENIX,AIM-54 PHOENIX,FALSE,FALSE
2CMM,2CMM: ,AGM-62 WALLEYE,AGM-62 WALLEYE,FALSE,FALSE
2CMN,2CMN: ,RIM-66 STANDARD MISSILE(MED),RIM-66 STANDARD MISSILE(MED),FALSE,FALSE
2CMP,2CMP: ,RIM-67 STANDARD MISSILE(EXT),RIM-67 STANDARD MISSILE(EXT),FALSE,FALSE
2CMQ,NULL,ZUGM-73 POSEIDON,ZUGM-73 POSEIDON,FALSE,FALSE
2CMS,NULL,FIM-43 REDEYE,FIM-43 REDEYE,FALSE,FALSE
2CMU,2CMU: ,RIM-24 TARTER,RIM-24 TARTER,FALSE,FALSE
2CMV,NULL,MIM-72 CHAPARRAL,MIM-72 CHAPARRAL,FALSE,FALSE
2CMZ,NULL,CHAFF DECOY WARHEADS,CHAFF DECOY WARHEADS,FALSE,FALSE
2CNA,2CNA: ,RIM 7-H-2 NATO SEA SPARROW,RIM 7-H-2 NATO SEA SPARROW,FALSE,FALSE
2CNC,NULL,MIM-23 HAWK,MIM-23 HAWK,FALSE,FALSE
2CND,NULL,AQM-38,AQM-38,FALSE,FALSE
2CNE,NULL,MQM-39,MQM-39,FALSE,FALSE
2CNF,NULL,AQM-41 PETREL,AQM-41 PETREL,FALSE,FALSE
2CNG,2CNG: ,MGM-71 TOW,MGM-71 TOW,FALSE,FALSE
2CNJ,2CNJ: ,UGM-96 TRIDENT,UGM-96 TRIDENT,FALSE,FALSE
2CNL,NULL,PQM-56,PQM-56,FALSE,FALSE
2CNM,2CNM: ,RIM-85,RIM-85,FALSE,FALSE
2CNN,NULL,ZRGM-59,ZRGM-59,FALSE,FALSE
2CNO,NULL,AGM-87,AGM-87,FALSE,FALSE
2CNP,2CNP: ,AGM-88 HARM,AGM-88 HARM,FALSE,FALSE
2CNQ,NULL,ZAGM-63,ZAGM-63,FALSE,FALSE
2CNR,NULL,****** 2CNR,****** 2CNR,FALSE,FALSE
2CNS,2CNS: ,MQM-74,MQM-74,FALSE,FALSE
2CNU,2CNU: ,AGM-84 HARPOON,AGM-84 HARPOON,FALSE,FALSE
2CNV,2CNV: ,AIM-95 AGILE,AIM-95 AGILE,FALSE,FALSE
2CNY,2CNY: ,BGM-109 TOMAHAWK,BGM-109 TOMAHAWK,FALSE,FALSE
2CNZ,2CNZ: ,CG-47 AEGIS,CG-47 AEGIS,FALSE,FALSE
2CPA,NULL,FIREBRAND TARGET,FIREBRAND TARGET,FALSE,FALSE
2CPE,2CPE: ,STANDARD MISSILE 2,STANDARD MISSILE 2,FALSE,FALSE
2CPI,2CPI: ,BQM-74,BQM-74,FALSE,FALSE
2CPJ,NULL,****** 2CPJ,****** 2CPJ,FALSE,FALSE
2CPK,2CPK: ,BQM-74E SSAT,BQM-74E SSAT,FALSE,FALSE
2CPL,2CPL: ,ADM-141C ITALD,ADM-141C ITALD,FALSE,FALSE
2CPN,2CPN: ,JSOW-AGM-154,JSOW-AGM-154,FALSE,FALSE
2CPO,2CPO: ,AGM-154A,AGM-154A,FALSE,FALSE
2CPP,NULL,AGM-154B,AGM-154B,FALSE,FALSE
2CPQ,2CPQ: ,AGM-154C,AGM-154C,FALSE,FALSE
2CPR,2CPR: ,AN/SWG-1A HSCLLS,AN/SWG-1A HSCLLS,FALSE,FALSE
2CPS,2CPS: ,TOMHWK STRIKE COOR MDLE (TSCM),TOMHWK STRIKE COOR MDLE (TSCM),FALSE,FALSE
2CRL,2CRL: ,MK-56 MOD 2 ROCKET MTR,MK-56 MOD 2 ROCKET MTR,FALSE,FALSE
2DAA,2DAA: ,PREDATOR UAV,PREDATOR UAV,FALSE,FALSE
2DBE,NULL,****** 2DBE,****** 2DBE,FALSE,FALSE
2DBK,2DBK: ,LVTP-7,LVTP-7,FALSE,FALSE
2DBL,2DBL: ,LVTC-7,LVTC-7,FALSE,FALSE
2DBU,2DBU: ,PIONEER UNMANNED AERIAL VEH,PIONEER UNMANNED AERIAL VEH,FALSE,FALSE
2DEA,NULL,SCRAPER TRACTOR 15-16 CU YD,SCRAPER TRACTOR 15-16 CU YD,FALSE,FALSE
2DEH,2DEH: ,CRANE RT SP 7 1/21,CRANE RT SP 7 1/21,FALSE,FALSE
2DJA,NULL,M60 TANK,M60 TANK,FALSE,FALSE
2DJN,2DJN: ,ABRAMS SERIES (M1/M1A1/M1A2),ABRAMS SERIES (M1/M1A1/M1A2),FALSE,FALSE
2DNC,NULL,FORK LIFT 6000 LB,FORK LIFT 6000 LB,FALSE,FALSE
2DNM,NULL,DUMP 5 TON M51A2,DUMP 5 TON M51A2,FALSE,FALSE
2DNW,2DNW: ,CARGO 5 TON M54A2C,CARGO 5 TON M54A2C,FALSE,FALSE
2DPS,NULL,UTILITY 1/4 TON M151,UTILITY 1/4 TON M151,FALSE,FALSE
2EBB,NULL,MK149 PHALANX,MK149 PHALANX,FALSE,FALSE
2EBE,2EBE: ,MK15 CLOSE IN WPN SYS,MK15 CLOSE IN WPN SYS,FALSE,FALSE
2EBJ,2EBJ: ,MK45 MOD-O 5.54 GUN MOUNT,MK45 MOD-O 5.54 GUN MOUNT,FALSE,FALSE
2EBN,NULL,30MM GUN MOUNT/COASTAL PTRL,30MM GUN MOUNT/COASTAL PTRL,FALSE,FALSE
2EBO,2EBO: ,105MM GUN M-60 COMBAT,105MM GUN M-60 COMBAT,FALSE,FALSE
2EBP,NULL,M107 GUN 175MM,M107 GUN 175MM,FALSE,FALSE
2EBQ,NULL,MK42 MOD-9 5.54 GUN MOUNT,MK42 MOD-9 5.54 GUN MOUNT,FALSE,FALSE
2EBR,2EBR: ,MK42 MOD-10 5.54 GUN MOUNT,MK42 MOD-10 5.54 GUN MOUNT,FALSE,FALSE
2EBT,NULL,MK42 MOD-7 GUN MOUNT,MK42 MOD-7 GUN MOUNT,FALSE,FALSE
2EBU,NULL,MK71 MCLWG GUN MOUNT,MK71 MCLWG GUN MOUNT,FALSE,FALSE
2EBW,2EBW: ,MK75 76MM GUN MOUNT,MK75 76MM GUN MOUNT,FALSE,FALSE
2EHC,NULL,5.56MM RIFLE M16,5.56MM RIFLE M16,FALSE,FALSE
2FAA,NULL,WALLEYE,WALLEYE,FALSE,FALSE
2FAE,2FAE: ,MK-104 PRACTICE,MK-104 PRACTICE,FALSE,FALSE
2FAH,NULL,MK-115 HIGH EXP BOMB,MK-115 HIGH EXP BOMB,FALSE,FALSE
2FAO,NULL,MK-121 TGT IDENT,MK-121 TGT IDENT,FALSE,FALSE
2FAS,NULL,MK-84 GEN PURPOSE,MK-84 GEN PURPOSE,FALSE,FALSE
2FBB,2FBB: ,"5""/38 CAL CARTRIDGE","5""/38 CAL CARTRIDGE",FALSE,FALSE
2FBC,NULL,5./54 CAL CARTRIDGE,5./54 CAL CARTRIDGE,FALSE,FALSE
2FCK,NULL,60MM HE M49A2,60MM HE M49A2,FALSE,FALSE
2FDB,NULL,105MM SMK WP M60,105MM SMK WP M60,FALSE,FALSE
2FME,NULL,MK-55 MINE,MK-55 MINE,FALSE,FALSE
2FMG,NULL,MK-57 MINE SUB LAID MOORED,MK-57 MINE SUB LAID MOORED,FALSE,FALSE
2FMM,NULL,MK-65 MINE,MK-65 MINE,FALSE,FALSE
2FPC,2FPC: ,5./54 MK-41 PROJECTILE,5./54 MK-41 PROJECTILE,FALSE,FALSE
2FTB,2FTB: ,MK30 MOBILE TARGET,MK30 MOBILE TARGET,FALSE,FALSE
2FTD,NULL,MK37 TORPEDO,MK37 TORPEDO,FALSE,FALSE
2FTG,NULL,MK44 TORPEDO,MK44 TORPEDO,FALSE,FALSE
2FTH,NULL,MK45 TORPEDO (ASTOR),MK45 TORPEDO (ASTOR),FALSE,FALSE
2FTJ,2FTJ: ,MK46 TORPEDO LT WT ASW,MK46 TORPEDO LT WT ASW,FALSE,FALSE
2FTL,2FTL: ,MK48 TORPEDO (ADCAP),MK48 TORPEDO (ADCAP),FALSE,FALSE
2FTN,2FTN: ,MK50 TORPEDO,MK50 TORPEDO,FALSE,FALSE
2FTR,NULL,MK60 CAPTOR,MK60 CAPTOR,FALSE,FALSE
2GAB,2GAB: ,AN/ULQ-6,AN/ULQ-6,FALSE,FALSE
2GAD,2GAD: ,AN/UYH/K-3 MEMORY UNITS,AN/UYH/K-3 MEMORY UNITS,FALSE,FALSE
2GAF,2GAF: ,AN/USM-247 (VAST),AN/USM-247 (VAST),FALSE,FALSE
2GAI,NULL,AN/ALQ-100 ECM,AN/ALQ-100 ECM,FALSE,FALSE
2GAJ,NULL,AN/FLR-11,AN/FLR-11,FALSE,FALSE
2GAK,2GAK: ,AN/ALQ-61 ECM,AN/ALQ-61 ECM,FALSE,FALSE
2GAL,NULL,M-81 FIRE CONTROL SYSTEM,M-81 FIRE CONTROL SYSTEM,FALSE,FALSE
2GAM,2GAM: ,AN/ALR-45,AN/ALR-45,FALSE,FALSE
2GAN,NULL,AN/SLQ-19,AN/SLQ-19,FALSE,FALSE
2GAP,2GAP: ,AN/SLQ-21 ECM,AN/SLQ-21 ECM,FALSE,FALSE
2GAR,NULL,AN/SLQ-17,AN/SLQ-17,FALSE,FALSE
2GAT,NULL,AN/SLQ-12 ECM,AN/SLQ-12 ECM,FALSE,FALSE
2GAU,2GAU: ,AN/BSY-2 SUBMARINE COMBAT SYS,AN/BSY-2 SUBMARINE COMBAT SYS,FALSE,FALSE
2GAV,2GAV: ,AN/SLQ-13,AN/SLQ-13,FALSE,FALSE
2GAY,2GAY: ,AN/WLR-1,AN/WLR-1,FALSE,FALSE
2GAZ,NULL,AN/SLR-13,AN/SLR-13,FALSE,FALSE
2GBA,2GBA: ,ANTENNA IMPROV PLAN,ANTENNA IMPROV PLAN,FALSE,FALSE
2GBB,2GBB: ,AN/ASQ-104 NAVIGATION SYS,AN/ASQ-104 NAVIGATION SYS,FALSE,FALSE
2GBC,2GBC: ,M-12 (AIMS) IFF,M-12 (AIMS) IFF,FALSE,FALSE
2GBD,2GBD: ,AN/UYK-5 ADP SYSTEM,AN/UYK-5 ADP SYSTEM,FALSE,FALSE
2GBE,NULL,AN/SYQ 2/3/4 NTDS DATA SYS,AN/SYQ 2/3/4 NTDS DATA SYS,FALSE,FALSE
2GBF,2GBF: ,XM23 RANGE FINDER LASER,XM23 RANGE FINDER LASER,FALSE,FALSE
2GBH,2GBH: ,MK75 MOD3 RANGE FINDER,MK75 MOD3 RANGE FINDER,FALSE,FALSE
2GBK,2GBK: ,AN/BRD() LF-VHF-DF,AN/BRD() LF-VHF-DF,FALSE,FALSE
2GBM,2GBM: ,AN/TSQ-18 LANDING CNTRL CNTR,AN/TSQ-18 LANDING CNTRL CNTR,FALSE,FALSE
2GBN,2GBN: ,AN/UYA-4 NTDS,AN/UYA-4 NTDS,FALSE,FALSE
2GBO,2GBO: ,MK86 GUN FIRE CTRL SYS,MK86 GUN FIRE CTRL SYS,FALSE,FALSE
2GBQ,NULL,AN/SYA-12 GARD,AN/SYA-12 GARD,FALSE,FALSE
2GBR,NULL,AN/GYK-3 (V),AN/GYK-3 (V),FALSE,FALSE
2GBS,NULL,AN/TYA-20,AN/TYA-20,FALSE,FALSE
2GBT,NULL,MK65 ANALOG DIGT CONVERTOR,MK65 ANALOG DIGT CONVERTOR,FALSE,FALSE
2GBU,2GBU: ,AN/USG-13 TACMO 3,AN/USG-13 TACMO 3,FALSE,FALSE
2GBV,NULL,AN/USM-207,AN/USM-207,FALSE,FALSE
2GBX,NULL,AN/USQ-20 NTDS,AN/USQ-20 NTDS,FALSE,FALSE
2GBY,NULL,OU/BQH-5 SIGNAL CONVERTER,OU/BQH-5 SIGNAL CONVERTER,FALSE,FALSE
2GBZ,2GBZ: ,AN/UYK-7 COMPUTER SYS,AN/UYK-7 COMPUTER SYS,FALSE,FALSE
2GCA,2GCA: ,AN/SLQ-25 TORP CM TRANS SYS,AN/SLQ-25 TORP CM TRANS SYS,FALSE,FALSE
2GCB,2GCB: ,AN/UYK-20 GARD,AN/UYK-20 GARD,FALSE,FALSE
2GCC,NULL,OJ-172 DATA EXC AUX CONSOLE,OJ-172 DATA EXC AUX CONSOLE,FALSE,FALSE
2GCD,2GCD: ,AN/ALE-41,AN/ALE-41,FALSE,FALSE
2GCF,2GCF: ,AN/ALQ-126 ECM,AN/ALQ-126 ECM,FALSE,FALSE
2GCH,NULL,AN/PSW-1,AN/PSW-1,FALSE,FALSE
2GCI,2GCI: ,AN/ALE-50,AN/ALE-50,FALSE,FALSE
2GCJ,NULL,AN/DKT-26/27/36,AN/DKT-26/27/36,FALSE,FALSE
2GCK,2GCK: ,CAINS GROUND SUPPORT EQUIP,CAINS GROUND SUPPORT EQUIP,FALSE,FALSE
2GCL,NULL,MK82 WPN DATA CONVERTER,MK82 WPN DATA CONVERTER,FALSE,FALSE
2GCM,NULL,AN/BLR-14 ECM,AN/BLR-14 ECM,FALSE,FALSE
2GCO,2GCO: ,AN/WLR-8,AN/WLR-8,FALSE,FALSE
2GCP,NULL,MK76 GD MSL FIRE CTRL SYS,MK76 GD MSL FIRE CTRL SYS,FALSE,FALSE
2GCQ,2GCQ: ,MK92 FIRE CONTROL SYS,MK92 FIRE CONTROL SYS,FALSE,FALSE
2GCR,NULL,WLR 14 SEASCOUT SYSTEM MISSILE,WLR 14 SEASCOUT SYSTEM MISSILE,FALSE,FALSE
2GCS,2GCS: ,MK74 FIRE CONTROLS SYS,MK74 FIRE CONTROLS SYS,FALSE,FALSE
2GCT,NULL,AN/ALQ-123,AN/ALQ-123,FALSE,FALSE
2GCU,2GCU: ,MATCALS,MATCALS,FALSE,FALSE
2GCZ,NULL,SEA NYMPH PROGRAM,SEA NYMPH PROGRAM,FALSE,FALSE
2GDA,2GDA: ,MARK XII PROGRAM,MARK XII PROGRAM,FALSE,FALSE
2GDC,NULL,AN/TGC-37 COMM CENTRAL,AN/TGC-37 COMM CENTRAL,FALSE,FALSE
2GDD,NULL,AN/VCC-1,AN/VCC-1,FALSE,FALSE
2GDE,NULL,CAESAR,CAESAR,FALSE,FALSE
2GDF,NULL,OMEGA (SHORE),OMEGA (SHORE),FALSE,FALSE
2GDG,2GDG: ,SATCOM,SATCOM,FALSE,FALSE
2GDI,NULL,AN/TYA-11 COMM CENTRAL,AN/TYA-11 COMM CENTRAL,FALSE,FALSE
2GDJ,NULL,AN/TYQ-2 TAOC,AN/TYQ-2 TAOC,FALSE,FALSE
2GDK,NULL,AN/TYQ-1 TACC,AN/TYQ-1 TACC,FALSE,FALSE
2GDL,2GDL: ,AN/TYQ-3 TDC,AN/TYQ-3 TDC,FALSE,FALSE
2GDM,NULL,****** 2GDM,****** 2GDM,FALSE,FALSE
2GDP,NULL,AN/UGC-25 TELGRPH/TELTYPE,AN/UGC-25 TELGRPH/TELTYPE,FALSE,FALSE
2GDQ,2GDQ: ,AN/TTC-3 CENT  OFF TEL,AN/TTC-3 CENT  OFF TEL,FALSE,FALSE
2GDR,NULL,SECT,SECT,FALSE,FALSE
2GDS,2GDS: ,AN/TYC-5 DATA COMM TERMINAL,AN/TYC-5 DATA COMM TERMINAL,FALSE,FALSE
2GDT,NULL,DIAMOND,DIAMOND,FALSE,FALSE
2GDW,2GDW: ,AN/ASW-20,AN/ASW-20,FALSE,FALSE
2GDZ,2GDZ: ,AN/UGC-74,AN/UGC-74,FALSE,FALSE
2GEB,NULL,****** 2GEB,****** 2GEB,FALSE,FALSE
2GED,NULL,TSEC/KG-23,TSEC/KG-23,FALSE,FALSE
2GEK,NULL,TSEC HYL-3/4,TSEC HYL-3/4,FALSE,FALSE
2GFA,2GFA: ,AN/TTC-38 CENT OFF TEL,AN/TTC-38 CENT OFF TEL,FALSE,FALSE
2GFB,2GFB: ,AN/UGC-129,AN/UGC-129,FALSE,FALSE
2GFC,2GFC: ,AN/FSA-52 COMM CTRL EQUIP,AN/FSA-52 COMM CTRL EQUIP,FALSE,FALSE
2GFD,NULL,AN/TTC-42 TRITAC,AN/TTC-42 TRITAC,FALSE,FALSE
2GFE,2GFE: ,AN/SYR-1 TRACKING SET,AN/SYR-1 TRACKING SET,FALSE,FALSE
2GFF,2GFF: ,AN/SLQ-32,AN/SLQ-32,FALSE,FALSE
2GFH,2GFH: ,AN/UYK-43,AN/UYK-43,FALSE,FALSE
2GFJ,NULL,AN/PSC-2 DIG COMM TERM,AN/PSC-2 DIG COMM TERM,FALSE,FALSE
2GFM,2GFM: ,****** 2GFM,****** 2GFM,FALSE,FALSE
2GHA,2GHA: ,AIRBORNE ECM/ECCM NKC-135,AIRBORNE ECM/ECCM NKC-135,FALSE,FALSE
2GHB,2GHB: ,CASS,CASS,FALSE,FALSE
2GHD,NULL,DIGITAL COMPUTER 152-MOD-O,DIGITAL COMPUTER 152-MOD-O,FALSE,FALSE
2GHE,2GHE: ,AN/WSN-1 INERT NAV SYS,AN/WSN-1 INERT NAV SYS,FALSE,FALSE
2GHF,2GHF: ,AN/GXC-7,AN/GXC-7,FALSE,FALSE
2GHG,2GHG: ,LAMPS,LAMPS,FALSE,FALSE
2GHH,2GHH: ,AN/WLR-9,AN/WLR-9,FALSE,FALSE
2GHI,2GHI: ,AN/UYQ-21 NTDS,AN/UYQ-21 NTDS,FALSE,FALSE
2GHJ,2GHJ: ,AN/USH-24,AN/USH-24,FALSE,FALSE
2GHM,NULL,TT-624 (A)(V) TELEPRNTR,TT-624 (A)(V) TELEPRNTR,FALSE,FALSE
2GHN,2GHN: ,MK-113 FIRE CONTROL,MK-113 FIRE CONTROL,FALSE,FALSE
2GHR,2GHR: ,AN/ALQ-165 (V) (ASPJ),AN/ALQ-165 (V) (ASPJ),FALSE,FALSE
2GHT,2GHT: ,AN/ALR-67 COUNT WARNING SYS,AN/ALR-67 COUNT WARNING SYS,FALSE,FALSE
2GHV,NULL,SAWE-RF,SAWE-RF,FALSE,FALSE
2GHY,2GHY: ,E-6A (TACAMO),E-6A (TACAMO),FALSE,FALSE
2GID,2GID: ,****** 2GID,****** 2GID,FALSE,FALSE
2GIE,2GIE: ,TACTICAL CONTROL SYSTEM,TACTICAL CONTROL SYSTEM,FALSE,FALSE
2GIF,2GIF: ,MISSION DISTRIBUTION SYS (MDS),MISSION DISTRIBUTION SYS (MDS),FALSE,FALSE
2GKE,NULL,GF-4473 SDC ARRAY MULTIP SET,GF-4473 SDC ARRAY MULTIP SET,FALSE,FALSE
2GMC,NULL,LNT 5/ INERT NAV AID,LNT 5/ INERT NAV AID,FALSE,FALSE
2GMD,2GMD: ,C-3 INERT NAVIG EQUIP,C-3 INERT NAVIG EQUIP,FALSE,FALSE
2GME,NULL,AN/ASN-84 INER NAV SYS,AN/ASN-84 INER NAV SYS,FALSE,FALSE
2GMG,2GMG: ,AN/SPS-58,AN/SPS-58,FALSE,FALSE
2GMH,2GMH: ,AN/SPS-52 RADAR,AN/SPS-52 RADAR,FALSE,FALSE
2GMI,2GMI: ,AN/APN-194,AN/APN-194,FALSE,FALSE
2GMJ,NULL,AN/TPS-47,AN/TPS-47,FALSE,FALSE
2GMK,2GMK: ,AN/USP-1 RADAR,AN/USP-1 RADAR,FALSE,FALSE
2GMM,NULL,AN/APS-88,AN/APS-88,FALSE,FALSE
2GMN,NULL,AN/APX-72,AN/APX-72,FALSE,FALSE
2GMO,NULL,AN/SPN-43,AN/SPN-43,FALSE,FALSE
2GMQ,NULL,****** 2GMQ,****** 2GMQ,FALSE,FALSE
2GMR,NULL,AN/WSN-1 (V),AN/WSN-1 (V),FALSE,FALSE
2GMS,NULL,AN/PPS-15,AN/PPS-15,FALSE,FALSE
2GMT,NULL,AN/TPX-42V,AN/TPX-42V,FALSE,FALSE
2GMU,NULL,AN/TPN-22,AN/TPN-22,FALSE,FALSE
2GMY,2GMY: ,AN/TPS-63 RADAR SET,AN/TPS-63 RADAR SET,FALSE,FALSE
2GMZ,NULL,AN/TXQ-3 RADAR RELAY SET,AN/TXQ-3 RADAR RELAY SET,FALSE,FALSE
2GNB,2GNB: ,****** 2GNB,****** 2GNB,FALSE,FALSE
2GNE,NULL,AN/APQ-103,AN/APQ-103,FALSE,FALSE
2GNF,2GNF: ,AN/SPS-48 AIR SEARCH RADAR,AN/SPS-48 AIR SEARCH RADAR,FALSE,FALSE
2GNG,NULL,AN/SPG-51 RADAR,AN/SPG-51 RADAR,FALSE,FALSE
2GNH,NULL,AN/FPN-16 PRECISION APPROACH,AN/FPN-16 PRECISION APPROACH,FALSE,FALSE
2GNI,2GNI: ,AN/APG-59 RADAR,AN/APG-59 RADAR,FALSE,FALSE
2GNJ,NULL,AN/TPS-32,AN/TPS-32,FALSE,FALSE
2GNM,2GNM: ,AN/APQ-109 RADAR,AN/APQ-109 RADAR,FALSE,FALSE
2GNQ,2GNQ: ,AN/SPS 40,AN/SPS 40,FALSE,FALSE
2GNR,NULL,****** 2GNR,****** 2GNR,FALSE,FALSE
2GNS,2GNS: ,AN/SPA 25,AN/SPA 25,FALSE,FALSE
2GNT,2GNT: ,AN/SPS 49,AN/SPS 49,FALSE,FALSE
2GNU,NULL,AN/SPS 30,AN/SPS 30,FALSE,FALSE
2GNY,NULL,AN/UPR-2,AN/UPR-2,FALSE,FALSE
2GNZ,NULL,AN/APD-7 RADAR,AN/APD-7 RADAR,FALSE,FALSE
2GPA,NULL,AN/TRN-28,AN/TRN-28,FALSE,FALSE
2GPC,2GPC: ,AN/ARN-84 TACAN NAVIG,AN/ARN-84 TACAN NAVIG,FALSE,FALSE
2GPE,2GPE: ,AN/GRN-9,AN/GRN-9,FALSE,FALSE
2GPF,NULL,AN/ARC-51 RADIO,AN/ARC-51 RADIO,FALSE,FALSE
2GPG,NULL,VERDIN II ZLF-LF RADIO,VERDIN II ZLF-LF RADIO,FALSE,FALSE
2GPI,NULL,AN/WRR-7,AN/WRR-7,FALSE,FALSE
2GPK,2GPK: ,AN/FRT-84 TRANSMITTER,AN/FRT-84 TRANSMITTER,FALSE,FALSE
2GPO,NULL,AN/PRC-75 RADIO SET,AN/PRC-75 RADIO SET,FALSE,FALSE
2GPP,NULL,AN/PRC-77 RADIO SET,AN/PRC-77 RADIO SET,FALSE,FALSE
2GPQ,2GPQ: ,AN/ARN-52 TACAN,AN/ARN-52 TACAN,FALSE,FALSE
2GPS,NULL,AN/SRC-27 RADIO,AN/SRC-27 RADIO,FALSE,FALSE
2GPW,NULL,AN/URD-4,AN/URD-4,FALSE,FALSE
2GPX,NULL,AN/BRD-4,AN/BRD-4,FALSE,FALSE
2GQB,2GQB: ,AN/SPG-55 RADAR ANTENNA,AN/SPG-55 RADAR ANTENNA,FALSE,FALSE
2GQC,2GQC: ,AN/BPS-15 RADAR,AN/BPS-15 RADAR,FALSE,FALSE
2GQD,2GQD: ,AN/TPS-59 RADAR SYS,AN/TPS-59 RADAR SYS,FALSE,FALSE
2GQE,2GQE: ,MK-23 TAS,MK-23 TAS,FALSE,FALSE
2GQH,2GQH: ,AN/WSN-2,AN/WSN-2,FALSE,FALSE
2GQL,NULL,AN/TPS-71 ROHR,AN/TPS-71 ROHR,FALSE,FALSE
2GQM,2GQM: ,OTHR (OVER THE HORIZON RADAR),OTHR (OVER THE HORIZON RADAR),FALSE,FALSE
2GQP,2GQP: ,AN/SPN-46(V),AN/SPN-46(V),FALSE,FALSE
2GRA,2GRA: ,AN/URC-82,AN/URC-82,FALSE,FALSE
2GRB,NULL,****** 2GRB,****** 2GRB,FALSE,FALSE
2GRC,NULL,AN/BRD-7,AN/BRD-7,FALSE,FALSE
2GRD,2GRD: ,AN/WRN-5,AN/WRN-5,FALSE,FALSE
2GRE,2GRE: ,AN/WRC-1,AN/WRC-1,FALSE,FALSE
2GRF,NULL,AN/MRC-HF,AN/MRC-HF,FALSE,FALSE
2GRG,2GRG: ,AN/PRC-104,AN/PRC-104,FALSE,FALSE
2GRH,NULL,AN/PRC-68,AN/PRC-68,FALSE,FALSE
2GRI,2GRI: ,AN/GRC-193,AN/GRC-193,FALSE,FALSE
2GRK,2GRK: ,AN/ARC-159,AN/ARC-159,FALSE,FALSE
2GRM,2GRM: ,AN/ARA-63,AN/ARA-63,FALSE,FALSE
2GRP,NULL,****** 2GRP,****** 2GRP,FALSE,FALSE
2GRR,NULL,****** 2GRR,****** 2GRR,FALSE,FALSE
2GRT,NULL,AN/URN-25,AN/URN-25,FALSE,FALSE
2GSB,NULL,AN/BQR-20,AN/BQR-20,FALSE,FALSE
2GSC,NULL,AN/BQS-4,AN/BQS-4,FALSE,FALSE
2GSD,NULL,AN/BQR-23,AN/BQR-23,FALSE,FALSE
2GSG,2GSG: ,AN/BQN-17,AN/BQN-17,FALSE,FALSE
2GSH,2GSH: ,AN/SQS-35,AN/SQS-35,FALSE,FALSE
2GSI,2GSI: ,AN/SQS-56,AN/SQS-56,FALSE,FALSE
2GSJ,2GSJ: ,AN/BQQ-6 SONAR,AN/BQQ-6 SONAR,FALSE,FALSE
2GSK,2GSK: ,AN/SQR-17 SONAR,AN/SQR-17 SONAR,FALSE,FALSE
2GSM,NULL,AN/SQR-19 SONAR,AN/SQR-19 SONAR,FALSE,FALSE
2GSN,NULL,AN/SQR-18,AN/SQR-18,FALSE,FALSE
2GSQ,NULL,****** 2GSQ,****** 2GSQ,FALSE,FALSE
2GSS,2GSS: ,AN/SQQ-89 SONAR,AN/SQQ-89 SONAR,FALSE,FALSE
2GST,2GST: ,AN/BSY-1 (V) SONAR,AN/BSY-1 (V) SONAR,FALSE,FALSE
2GSU,NULL,AN/SLR-24 SONAR,AN/SLR-24 SONAR,FALSE,FALSE
2GSV,2GSV: ,AN/SQQ-32 SONAR,AN/SQQ-32 SONAR,FALSE,FALSE
2GSW,2GSW: ,AN/BQS-15 SONAR,AN/BQS-15 SONAR,FALSE,FALSE
2GTA,2GTA: ,AN/SQQ-16 MINE SONAR,AN/SQQ-16 MINE SONAR,FALSE,FALSE
2GTB,NULL,AN/BQH-2,AN/BQH-2,FALSE,FALSE
2GTC,2GTC: ,AN/FQQ-1/2/3/9 CAESAR/SOSUS,AN/FQQ-1/2/3/9 CAESAR/SOSUS,FALSE,FALSE
2GTE,NULL,AN/SQQ-14 SONAR,AN/SQQ-14 SONAR,FALSE,FALSE
2GTG,NULL,AN/SQS-26 SONAR,AN/SQS-26 SONAR,FALSE,FALSE
2GTH,NULL,AN/BQR-7 SONAR,AN/BQR-7 SONAR,FALSE,FALSE
2GTI,NULL,AN/BQH-4 (SSEP),AN/BQH-4 (SSEP),FALSE,FALSE
2GTL,NULL,AN/BQQ-1  SONAR,AN/BQQ-1  SONAR,FALSE,FALSE
2GTN,NULL,AN/SQS-23 SONAR,AN/SQS-23 SONAR,FALSE,FALSE
2GTO,NULL,AN/SQQ-23,AN/SQQ-23,FALSE,FALSE
2GTP,2GTP: ,TOWED SONAR ARRAY,TOWED SONAR ARRAY,FALSE,FALSE
2GTR,2GTR: ,AN/BQR-15 TOWED ARRAY,AN/BQR-15 TOWED ARRAY,FALSE,FALSE
2GTS,NULL,AN/BQS-13,AN/BQS-13,FALSE,FALSE
2GTT,NULL,AN/BQR-19 TOPHAT,AN/BQR-19 TOPHAT,FALSE,FALSE
2GTU,2GTU: ,AN/SQS-53 SONAR,AN/SQS-53 SONAR,FALSE,FALSE
2GTV,2GTV: ,AN/BQQ-5,AN/BQQ-5,FALSE,FALSE
2GTX,NULL,AN/SQR-15,AN/SQR-15,FALSE,FALSE
