Contracting.Department.ID,Contracting.Agency.ID,Contracting.Agency.Name,CSIS.Name,Summarized.Agency,SubCustomer,Customer
912,912,COMMISSION ON INTERSTATE CHILD SUPPORT,,,All other Customers,Other Agencies
9100,9120,OFFICE OF VOCATIONAL AND ADULT EDUCATION,,,Education,Other Agencies
9100,9121,OFFICE OF BILINGUAL EDUCATION AND MINORITY LANGUAGES AFFAIRS,,,Education,Other Agencies
9100,9124,OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,,,Education,Other Agencies
9100,9125,NATIONAL INSTITUTE ON DISABILITY AND REHABILITATION RESEARCH,,,Education,Other Agencies
9100,9126,REHABILITATIVE SERVICES ADMINISTRATION,,,Education,Other Agencies
9100,9127,OFFICE OF SPECIAL EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9128,IMMED OFF OF THE ASST SEC FOR SPECIAL EDUC AND REHAB SERVICES,,,Education,Other Agencies
9100,9129,FUND FOR THE IMPROVEMENT OF POSTSECONDARY EDUCATION,,,Education,Other Agencies
913,913,NATIONAL COMMISSION ON ACQUIRED IMMUNE DEFICIENCY SYNDROME,,,All other Customers,Other Agencies
9100,9130,IMMED OFF OF THE ASST SEC FOR POSTSECONDARY EDUCATION,,,Education,Other Agencies
9100,9131,STUDENT FINANCIAL ASSISTANCE PROGRAMS,,,Education,Other Agencies
9100,9132,IMMEDIATE OFF OF THE ASST SEC FOR EDUCATIONAL RESEARCH AND IMPROVEMENT,,,Education,Other Agencies
9100,9133,OFFICE OF HIGHER EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9134,OFFICE OF POSTSECONDARY EDUCATION,,,Education,Other Agencies
9100,9135,LIBRARIES AND LEARNING TECHNOLOGIES PROGRAMS,,,Education,Other Agencies
9100,9136,NATIONAL INSTITUTE OF EDUCATION,,,Education,Other Agencies
9100,9137,EDUCATION PROFESSIONAL DEVELOPMENT AND DISSEMINATION PROGRAMS,,,Education,Other Agencies
9100,9138,NATIONAL CENTER FOR EDUCATION STATISTICS,,,Education,Other Agencies
9100,9139,OFFICE OF EDUCATIONAL RESEARCH AND IMPROVEMENT,,,Education,Other Agencies
914,914,JOHN C. STENNIS CENTER FOR PUBLIC DEVELOPMENT,,,All other Customers,Other Agencies
9100,9140,COMPENSATORY EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9141,IMMED OFF OF THE ASST SEC FOR ELEMENTARY AND SECONDARY EDUC,,,Education,Other Agencies
9100,9142,MIGRANT EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9144,STATE AND LOCAL EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9145,INDIAN EDUCATION PROGRAMS,,,Education,Other Agencies
9100,9146,OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,,,Education,Other Agencies
9100,916A,ADVISORY COUNCILS AND COMMITTEES,,,Education,Other Agencies
9100,9181,STUDENT LOAN MARKETING ASSOCIATION,,,Education,Other Agencies
9100,9191,AMERICAN PRINTING HOUSE FOR THE BLIND,,,Education,Other Agencies
9100,9192,GALLAUDET COLLEGE,,,Education,Other Agencies
9100,9193,HOWARD UNIVERSITY,,,Education,Other Agencies
9100,9194,NATIONAL TECHNICAL INSTITUTE FOR THE DEAF,,,Education,Other Agencies
9300,9300,FEDERAL MEDIATION AND CONCILIATION SERVICE,,,All other Customers,Other Agencies
9400,9400,UNITED STATES ARMS CONTROL AND DISARMAMENT AGENCY,,,All other Customers,Other Agencies
9502,9502,NATIONAL CAPITAL PLANNING COMMISSION,,,NATIONAL CAPITAL PLANNING COMMISSION,Other Agencies
9503,9503,PROSPECTIVE PAYMENT ASSESSMENT COMMISSION,,,All other Customers,Other Agencies
9504,9504,FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,,,All other Customers,Other Agencies
9506,9506,FEDERAL ELECTION COMMISSION,,,FEDERAL ELECTION COMMISSION,Other Agencies
9507,9507,COMMODITY FUTURES TRADING COMMISSION,,,COMMODITY FUTURES TRADING COMMISSION,Other Agencies
9508,9508,NATIONAL TRANSPORTATION SAFETY BOARD,,,NATIONAL TRANSPORTATION SAFETY BOARD,Other Agencies
9509,9509,NATIONAL COUNCIL ON THE HANDICAPPED,,,All other Customers,Other Agencies
9510,9510,HARRY S TRUMAN SCHOLARSHIP FOUNDATION,,,All other Customers,Other Agencies
9512,9512,JAPAN-U.S. FRIENDSHIP COMMISSION,,,All other Customers,Other Agencies
9513,9513,MARINE MAMMAL COMMISSION,,,All other Customers,Other Agencies
9514,9514,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,,,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Other Agencies
9516,9516,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,,,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Other Agencies
9517,9517,COMMISSION ON CIVIL RIGHTS,,,COMMISSION ON CIVIL RIGHTS,Other Agencies
9518,9518,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,,,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND O,Other Agencies
9519,9519,INTELLIGENCE COMMUNITY STAFF,,,All other Customers,Other Agencies
9520,9520,PHYSICIANS PAYMENT REVIEW COMMISSION,,,All other Customers,Other Agencies
9521,9521,PANAMA CANAL COMMISSION,,,All other Customers,Other Agencies
9523,9523,ELECTION ASSISTANCE COMMISSION,,,ELECTION ASSISTANCE COMMISSION,Other Agencies
9524,9524,NATIONAL MEDIATION BOARD,,,NATIONAL MEDIATION BOARD,Other Agencies
9527,9527,NATIONAL COMMISSION ON LIBRARIES AND INFORMATION SCIENCE,,,All other Customers,Other Agencies
9530,9530,ADVISORY COUNCIL ON HISTORIC PRESERVATION,,,All other Customers,Other Agencies
9531,9531,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,,,All other Customers,Other Agencies
9532,9532,ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,,,All other Customers,Other Agencies
9537,9537,COMMISSION OF FINE ARTS,,,All other Customers,Other Agencies
9540,9540,FEDERAL HOUSING FINANCE BOARD,,,FEDERAL HOUSING FINANCE BOARD,Other Agencies
9541,9541,JAMES MADISON MEMORIAL FELLOWSHIP COMMISSION,,,All other Customers,Other Agencies
9542,9542,FEDERAL HOUSING FINANCE AGENCY,,,FEDERAL HOUSING FINANCE AGENCY,Other Agencies
9543,9543,MILLENIUM CHALLENGE CORPORATION,,,MILLENIUM CHALLENGE CORPORATION,Other Agencies
9545,9545,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,,,All other Customers,Other Agencies
9547,9547,NATIONAL COMMISSION ON MIGRANT EDUCATION,,,All other Customers,Other Agencies
9549,9549,OFFICE OF GOVERNMENT ETHICS,,,All other Customers,Other Agencies
9559,9559,"FEDERAL RESERVE SYSTEM, BOARD OF GOVERNORS",,,All other Customers,Other Agencies
9559,955F,CONSUMER FINANCIAL PROTECTION BUREAU,,,All other Customers,Other Agencies
9560,9560,BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FUND,,,All other Customers,Other Agencies
9561,9561,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,,,All other Customers,Other Agencies
9562,9562,FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,,,All other Customers,Other Agencies
9565,9565,CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,,,All other Customers,Other Agencies
9568,9568,BROADCASTING BOARD OF GOVERNORS,,,BROADCASTING BOARD OF GOVERNORS,Other Agencies
9570,9570,PRESCRIPTION DRUG PAYMENT REVIEW COMMISSION,,,All other Customers,Other Agencies
955F,9572,DENALI COMMISSION,,,All other Customers,Other Agencies
9577,9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Other Agencies
9580,9580,UNITED STATES INSTITUTE OF PEACE,,,All other Customers,Other Agencies
9581,9581,COMMISSION ON NATIONAL AND COMMUNITY SERVICE,,,All other Customers,Other Agencies
9582,9582,COMPETITIVENESS PAY COUNCIL,,,All other Customers,Other Agencies
9583,9583,"NATIONAL COMM ON AMERICAN INDIAN, ALASKA NATIVE, NATIVE HAWAIIAN HOUSING",,,All other Customers,Other Agencies
9584,9584,NATIONAL COMMISSION ON SEVERELY DISTRESS PUBLIC HOUSING,,,All other Customers,Other Agencies
9591,9591,"RFE/RL, INC.",,,All other Customers,Other Agencies
9593,9593,U.S. COURT OF VETERAN APPEALS,,,All other Customers,Other Agencies
9594,9594,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,,,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other Agencies
9594,959P,PRETRIAL SERVICES AGENCY,,,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other Agencies
9540,95HL,FEDERAL HOME LOAN BANKS,,,All other Customers,Other Agencies
9668,9668,MISSISSIPPI RIVER COMMISSION,,,All other Customers,Other Agencies
9700,96CE,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,,,Other DoD,Defense
9700,9700,DEPT OF DEFENSE,,,Other DoD,Defense
9700,9748,DEFENSE HUMAN RESOURCES ACTIVITY,DEFENSE HUMAN RESOURCE ACTIVITY,Other DoD,Other DoD,Defense
9700,9760,TRICARE MANAGEMENT ACTIVITY (TMA),TRICARE MANAGEMENT ACTIVITY (TMA),Other DoD,Other DoD,Defense
9700,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),DEFENSE THREAT REDUCTION AGENCY,Other DoD,Other DoD,Defense
9700,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),DEFENSE CONTRACT MANAGEMENT AGENCY,Other DoD,Other DoD,Defense
9700,9770,AFRRI,AFRRI,Other DoD,Other DoD,Defense
9700,9771,DEFENSE MICROELECTRONICS ACTIVITY (DMEA),DEFENSE MICROELECTRONICS ACTIVITY,Other DoD,Other DoD,Defense
9700,9773,VIRGINIA CONTRACTING AGENCY,VIRGINIA CONTRACTING AGENCY,Other DoD,Other DoD,Defense
9700,9776,USTRANSCOM,U.S. TRANSPORTATION COMMAND (TRANSCOM),Other DoD,Other DoD,Defense
9700,9777,BUSINESS TRANSFORMATION AGENCY,BUSINESS TRANSFORMATION AGENCY (BTA),Other DoD,Other DoD,Defense
9700,97AB,NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA),,,Other DoD,Defense
9700,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,,,Other DoD,Defense
9700,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY (DARPA),DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Other DoD,Other DoD,Defense
9700,97AH,Defense Nuclear Agency,,,Other DoD,Defense
9700,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DEFENSE INFORMATION SYSTEMS AGENCY,Other DoD,Other DoD,Defense
9700,97AR,DEFENSE CONTRACT AUDIT AGENCY,,,Other DoD,Defense
9700,97AS,DEFENSE LOGISTICS AGENCY,DEFENSE LOGISTICS AGENCY,Other DoD,Other DoD,Defense
9700,97AT,DEFENSE SECURITY COOPERATION AGENCY,DEFENSE SECURITY COOPERATION AGENCY,Other DoD,Other DoD,Defense
9700,97AV,DEFENSE SECURITY SERVICE,DEFENSE SECURITY SERVICE (DSS),Other DoD,Other DoD,Defense
9700,97AW,ON SITE INSPECTION AGENCY,,,Other DoD,Defense
9700,97AZ,DEFENSE COMMISSARY AGENCY (DECA),DEFENSE COMMISSARY AGENCY (DECA),Other DoD,Other DoD,Defense
9700,97BZ,DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS),DEFENSE FINANCE AND ACCOUNTING SERVICE,Other DoD,Other DoD,Defense
9700,97F1,DEFENSE MEDIA CENTER (DMC),DEFENSE MEDIA ACTIVITY,Other DoD,Other DoD,Defense
9700,97F2,DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA),DEPT OF DEFENSE EDUCATION ACTIVITY,Other DoD,Other DoD,Defense
9700,97F3,"Civilian Health and Medical Program of the Uniformed Services, Office of the",,,Other DoD,Defense
9700,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),WASHINGTON HEADQUARTERS SERVICES,Other DoD,Other DoD,Defense
9700,97F7,JOINT IMPROVISED EXPLOSIVE DEVICE DEFEAT ORGANIZATION (JIEDDO),,Other DoD,Other DoD,Defense
9700,97HW,UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES (USUHS),UNIFORMED SERVICES U OF THE HEALTH SCIENCES (USUHS),Other DoD,Other DoD,Defense
9700,97JC,MISSILE DEFENSE AGENCY (MDA),MISSILE DEFENSE AGENCY,Other DoD,Other DoD,Defense
9700,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),U.S. SPECIAL OPERATIONS COMMAND (SOCOM),Other DoD,Other DoD,Defense
1200,9999,FEDERAL CROP INSURANCE CORPORATION,,,Agriculture,Other Agencies
AFRH,AFRH,ARMED FORCES RETIREMENT HOME,,,ERROR,ERROR
,,Blank,,,,
